distFD_cruda_m;distFI_cruda_m;distMin_cruda_m;distFD_EMA_m;distFI_EMA_m;distMin_EMA_m;pred_kalman_m;dist_kalman_m;K_kalman;P_kalman;AvanceLineal_m;timestamp_s
0.098426;0.098372;0.098372;0.09839;0.098383;0.098383;0.09837;0.098373;0.227008;0.000341;0.0;29.088
0.098422;0.098281;0.098281;0.098385;0.098354;0.098354;0.098374;0.098369;0.227008;0.000341;0.0;29.216
0.098471;0.098448;0.098448;0.098422;0.098366;0.098366;0.098353;0.098356;0.227008;0.000341;0.0;29.344
0.098422;0.098405;0.098405;0.098399;0.09835;0.09835;0.098353;0.098352;0.227008;0.000341;0.0;29.472
0.098429;0.09835;0.09835;0.09836;0.098343;0.098343;0.098339;0.09834;0.227008;0.000341;0.0;29.6
0.098405;0.098308;0.098308;0.098398;0.098333;0.098333;0.098349;0.098345;0.227008;0.000341;0.0;29.728
0.098305;0.09832;0.098305;0.098343;0.098329;0.098329;0.098344;0.098341;0.227008;0.000341;0.0;29.856
0.098419;0.098316;0.098316;0.098409;0.098342;0.098342;0.098337;0.098338;0.227008;0.000341;0.0;29.984
0.098255;0.098371;0.098255;0.098307;0.098346;0.098307;0.098338;0.098331;0.227008;0.000341;0.0;30.112
0.09841;0.098315;0.098315;0.098375;0.098325;0.098325;0.098327;0.098326;0.227008;0.000341;0.0;30.24
0.098414;0.098241;0.098241;0.098357;0.098312;0.098312;0.098322;0.09832;0.227008;0.000341;0.0;30.368
0.098325;0.098427;0.098325;0.098346;0.098407;0.098346;0.098325;0.09833;0.227008;0.000341;0.0;30.496
0.098408;0.098521;0.098408;0.098346;0.098409;0.098346;0.098324;0.098329;0.227008;0.000341;0.0;30.624
0.098276;0.098411;0.098276;0.098323;0.098375;0.098323;0.098338;0.098334;0.227008;0.000341;0.0;30.752
0.098286;0.098369;0.098286;0.098304;0.098416;0.098304;0.098334;0.098327;0.227008;0.000341;0.0;30.88
0.098191;0.098338;0.098191;0.098319;0.098352;0.098319;0.098342;0.098337;0.227008;0.000341;0.0;31.008
0.098332;0.098289;0.098289;0.09834;0.098308;0.098308;0.098332;0.098326;0.227008;0.000341;0.0;31.136
0.09851;0.09828;0.09828;0.098419;0.09833;0.09833;0.098331;0.098331;0.227008;0.000341;0.0;31.264
0.098245;0.09838;0.098245;0.098356;0.098339;0.098339;0.098327;0.09833;0.227008;0.000341;0.0;31.392
0.098306;0.098398;0.098306;0.098351;0.098375;0.098351;0.098345;0.098347;0.227008;0.000341;0.0;31.52
0.098426;0.098294;0.098294;0.098327;0.098299;0.098299;0.098321;0.098316;0.227008;0.000341;0.0;31.648
0.098364;0.098365;0.098364;0.098326;0.098337;0.098326;0.09831;0.098314;0.227008;0.000341;0.0;31.776
0.098459;0.098356;0.098356;0.098369;0.098335;0.098335;0.098315;0.098319;0.227008;0.000341;0.0;31.904
0.098494;0.098437;0.098437;0.098384;0.098385;0.098384;0.098333;0.098345;0.227008;0.000341;0.0;32.032
0.098277;0.098346;0.098277;0.098348;0.098371;0.098348;0.098357;0.098355;0.227008;0.000341;0.0;32.16
0.098368;0.098382;0.098368;0.098346;0.09837;0.098346;0.09835;0.098349;0.227008;0.000341;0.0;32.288
0.098442;0.098469;0.098442;0.09837;0.098395;0.09837;0.098353;0.098357;0.227008;0.000341;0.0;32.416
0.098205;0.098431;0.098205;0.098343;0.098397;0.098343;0.098362;0.098358;0.227008;0.000341;0.0;32.544
0.098406;0.09838;0.09838;0.098371;0.098391;0.098371;0.098361;0.098363;0.227008;0.000341;0.0;32.672
0.098362;0.098339;0.098339;0.098351;0.098357;0.098351;0.098356;0.098355;0.227008;0.000341;0.0;32.8
0.098323;0.098341;0.098323;0.098368;0.098385;0.098368;0.098366;0.098367;0.227008;0.000341;0.0;32.928
0.098304;0.098353;0.098304;0.098364;0.098371;0.098364;0.098376;0.098373;0.227008;0.000341;0.0;33.056
0.098516;0.098304;0.098304;0.098408;0.09839;0.09839;0.09837;0.098375;0.227008;0.000341;0.0;33.184
0.0985;0.098299;0.098299;0.098398;0.098327;0.098327;0.09836;0.098352;0.227008;0.000341;0.0;33.312
0.098453;0.098225;0.098225;0.098397;0.098302;0.098302;0.098349;0.098338;0.227008;0.000341;0.0;33.44
0.098433;0.098472;0.098433;0.098386;0.098361;0.098361;0.098329;0.098336;0.227008;0.000341;0.0;33.568
0.098336;0.098378;0.098336;0.098359;0.098341;0.098341;0.098325;0.098329;0.227008;0.000341;0.0;33.696
0.098281;0.098291;0.098281;0.098307;0.098354;0.098307;0.098325;0.098321;0.227008;0.000341;0.0;33.824
0.098338;0.098289;0.098289;0.098359;0.098345;0.098345;0.098341;0.098342;0.227008;0.000341;0.0;33.952
0.098352;0.098411;0.098352;0.09835;0.098389;0.09835;0.098343;0.098345;0.227008;0.000341;0.0;34.08
0.098295;0.09826;0.09826;0.098337;0.098345;0.098337;0.098353;0.09835;0.227008;0.000341;0.0;34.208
0.098241;0.098269;0.098241;0.09832;0.09831;0.09831;0.098337;0.098331;0.227008;0.000341;0.0;34.336
0.098506;0.098318;0.098318;0.098387;0.098351;0.098351;0.098327;0.098332;0.227008;0.000341;0.0;34.464
0.098459;0.098415;0.098415;0.098403;0.098355;0.098355;0.098337;0.098341;0.227008;0.000341;0.0;34.592
0.098177;0.09844;0.098177;0.098318;0.098379;0.098318;0.098344;0.098338;0.227008;0.000341;0.0;34.72
0.098361;0.098382;0.098361;0.098336;0.0984;0.098336;0.09833;0.098332;0.227008;0.000341;0.0;34.848
0.098503;0.098247;0.098247;0.098408;0.09833;0.09833;0.098348;0.098344;0.227008;0.000341;0.0;34.976
0.098359;0.098489;0.098359;0.098379;0.098407;0.098379;0.098348;0.098355;0.227008;0.000341;0.0;35.104
0.098376;0.098377;0.098376;0.098378;0.098361;0.098361;0.098354;0.098356;0.227008;0.000341;0.0;35.232
0.098456;0.098302;0.098302;0.098416;0.098349;0.098349;0.098364;0.098361;0.227008;0.000341;0.0;35.36
0.098407;0.098168;0.098168;0.098383;0.098277;0.098277;0.098348;0.098332;0.227008;0.000341;0.0;35.488
0.098307;0.098355;0.098307;0.098348;0.09837;0.098348;0.09834;0.098342;0.227008;0.000341;0.0;35.616
0.098514;0.098428;0.098428;0.098402;0.098364;0.098364;0.098325;0.098334;0.227008;0.000341;0.0;35.744
0.098427;0.098328;0.098328;0.098378;0.098395;0.098378;0.098349;0.098355;0.227008;0.000341;0.0;35.872
0.098182;0.098341;0.098182;0.098256;0.098402;0.098256;0.098341;0.098321;0.227008;0.000341;0.0;36.0
0.09833;0.098401;0.09833;0.098343;0.098361;0.098343;0.098325;0.098329;0.227008;0.000341;0.0;36.128
0.098382;0.09827;0.09827;0.098378;0.098251;0.098251;0.098298;0.098287;0.227008;0.000341;0.0;36.256
0.098274;0.098432;0.098274;0.098349;0.098352;0.098349;0.098293;0.098306;0.227008;0.000341;0.0;36.384
0.098303;0.098382;0.098303;0.09837;0.098351;0.098351;0.098321;0.098328;0.227008;0.000341;0.0;36.512
0.098469;0.098269;0.098269;0.098366;0.098343;0.098343;0.098329;0.098332;0.227008;0.000341;0.0;36.64
0.098474;0.098314;0.098314;0.0984;0.098321;0.098321;0.098337;0.098334;0.227008;0.000341;0.0;36.768
0.09848;0.098348;0.098348;0.098427;0.098374;0.098374;0.098352;0.098357;0.227008;0.000341;0.0;36.896
0.098348;0.098258;0.098258;0.098361;0.098341;0.098341;0.098362;0.098357;0.227008;0.000341;0.0;37.024
0.098334;0.098302;0.098302;0.098393;0.098321;0.098321;0.098345;0.09834;0.227008;0.000341;0.0;37.152
0.098489;0.098382;0.098382;0.098403;0.098361;0.098361;0.098339;0.098344;0.227008;0.000341;0.0;37.28
0.098439;0.098397;0.098397;0.098378;0.098349;0.098349;0.098343;0.098344;0.227008;0.000341;0.0;37.408
0.0983;0.09843;0.0983;0.098351;0.098395;0.098351;0.098352;0.098352;0.227008;0.000341;0.0;37.536
0.098401;0.098376;0.098376;0.09838;0.09835;0.09835;0.098343;0.098345;0.227008;0.000341;0.0;37.664
0.098513;0.098382;0.098382;0.098406;0.098353;0.098353;0.09834;0.098343;0.227008;0.000341;0.0;37.792
0.098546;0.098557;0.098546;0.098413;0.09837;0.09837;0.098323;0.098334;0.227008;0.000341;0.0;37.92
0.098324;0.098295;0.098295;0.098366;0.098363;0.098363;0.098363;0.098363;0.227008;0.000341;0.0;38.048
0.098384;0.098295;0.098295;0.098382;0.098366;0.098366;0.098374;0.098372;0.227008;0.000341;0.0;38.176
0.098463;0.098327;0.098327;0.098408;0.098324;0.098324;0.098357;0.09835;0.227008;0.000341;0.0;38.304
0.098385;0.098396;0.098385;0.09835;0.098328;0.098328;0.098338;0.098336;0.227008;0.000341;0.0;38.432
0.098322;0.098323;0.098322;0.098344;0.098345;0.098344;0.098333;0.098335;0.227008;0.000341;0.0;38.56
0.098411;0.098444;0.098411;0.098363;0.098383;0.098363;0.098338;0.098344;0.227008;0.000341;0.0;38.688
0.098346;0.098376;0.098346;0.09836;0.098388;0.09836;0.098356;0.098357;0.227008;0.000341;0.0;38.816
0.098171;0.09847;0.098171;0.09834;0.098367;0.09834;0.098344;0.098343;0.227008;0.000341;0.0;38.944
0.098224;0.098221;0.098221;0.098347;0.098368;0.098347;0.098356;0.098354;0.227008;0.000341;0.0;39.072
0.098508;0.098363;0.098363;0.0984;0.098341;0.098341;0.098346;0.098345;0.227008;0.000341;0.0;39.2
0.09833;0.098386;0.09833;0.098375;0.098359;0.098359;0.098343;0.098346;0.227008;0.000341;0.0;39.328
0.098437;0.098371;0.098371;0.098329;0.098384;0.098329;0.098325;0.098326;0.227008;0.000341;0.0;39.456
0.098366;0.098422;0.098366;0.098364;0.098387;0.098364;0.098341;0.098347;0.227008;0.000341;0.0;39.584
0.098317;0.098377;0.098317;0.098365;0.098367;0.098365;0.098353;0.098356;0.227008;0.000341;0.0;39.712
0.098447;0.098295;0.098295;0.098425;0.098359;0.098359;0.098376;0.098372;0.227008;0.000341;0.0;39.84
0.098379;0.098432;0.098379;0.098411;0.098375;0.098375;0.098356;0.09836;0.227008;0.000341;0.0;39.968
0.098453;0.098326;0.098326;0.098388;0.098354;0.098354;0.098362;0.09836;0.227008;0.000341;0.0;40.096
0.098382;0.098488;0.098382;0.098338;0.098418;0.098338;0.098345;0.098343;0.227008;0.000341;0.0;40.224
0.098329;0.098376;0.098329;0.098329;0.098398;0.098329;0.098342;0.098339;0.227008;0.000341;0.0;40.352
0.098339;0.098324;0.098324;0.098378;0.098333;0.098333;0.098345;0.098342;0.227008;0.000341;0.0;40.48
0.098373;0.098417;0.098373;0.098366;0.09838;0.098366;0.098346;0.098351;0.227008;0.000341;0.0;40.608
0.098425;0.098396;0.098396;0.09842;0.098355;0.098355;0.098354;0.098354;0.227008;0.000341;0.0;40.736
0.098482;0.098349;0.098349;0.098411;0.098356;0.098356;0.09835;0.098351;0.227008;0.000341;0.0;40.864
0.098374;0.098288;0.098288;0.098376;0.098315;0.098315;0.098342;0.098336;0.227008;0.000341;0.0;40.992
0.098416;0.098403;0.098403;0.098369;0.098404;0.098369;0.098349;0.098353;0.227008;0.000341;0.0;41.12
0.098467;0.098321;0.098321;0.098406;0.09832;0.09832;0.098348;0.098342;0.227008;0.000341;0.0;41.248
0.098482;0.098383;0.098383;0.098397;0.098372;0.098372;0.09836;0.098363;0.227008;0.000341;0.0;41.376
0.098477;0.098409;0.098409;0.09843;0.098386;0.098386;0.098372;0.098375;0.227008;0.000341;0.0;41.504
0.098404;0.098161;0.098161;0.098367;0.098302;0.098302;0.098367;0.098352;0.227008;0.000341;0.0;41.632
0.098399;0.098365;0.098365;0.098412;0.098344;0.098344;0.098346;0.098345;0.227008;0.000341;0.0;41.76
0.09832;0.098475;0.09832;0.098363;0.098386;0.098363;0.098339;0.098345;0.227008;0.000341;0.0;41.888
0.098274;0.09841;0.098274;0.098366;0.098362;0.098362;0.098341;0.098346;0.227008;0.000341;0.0;42.016
0.098471;0.098463;0.098463;0.098391;0.098397;0.098391;0.098348;0.098358;0.227008;0.000341;0.0;42.144
0.098412;0.098392;0.098392;0.098359;0.098394;0.098359;0.098358;0.098358;0.227008;0.000341;0.0;42.272
0.098371;0.098335;0.098335;0.098345;0.098348;0.098345;0.098349;0.098348;0.227008;0.000341;0.0;42.4
0.098325;0.098404;0.098325;0.09834;0.098349;0.09834;0.09834;0.09834;0.227008;0.000341;0.0;42.528
0.098402;0.098355;0.098355;0.098352;0.098345;0.098345;0.098329;0.098332;0.227008;0.000341;0.0;42.656
0.098313;0.098477;0.098313;0.09834;0.098351;0.09834;0.098327;0.09833;0.227008;0.000341;0.0;42.784
0.098261;0.098537;0.098261;0.098328;0.098441;0.098328;0.098344;0.098341;0.227008;0.000341;0.0;42.912
0.098277;0.098308;0.098277;0.098333;0.098362;0.098333;0.098346;0.098343;0.227008;0.000341;0.0;43.04
0.098351;0.098434;0.098351;0.098309;0.098404;0.098309;0.098327;0.098323;0.227008;0.000341;0.0;43.168
0.098454;0.098373;0.098373;0.098362;0.098331;0.098331;0.098329;0.09833;0.227008;0.000341;0.0;43.296
0.098354;0.098389;0.098354;0.098327;0.098345;0.098327;0.098329;0.098328;0.227008;0.000341;0.0;43.424
0.098478;0.098279;0.098279;0.098348;0.098323;0.098323;0.098321;0.098322;0.227008;0.000341;0.0;43.552
0.098383;0.098321;0.098321;0.098345;0.098339;0.098339;0.098323;0.098327;0.227008;0.000341;0.0;43.68
0.098303;0.09836;0.098303;0.098347;0.098392;0.098347;0.098338;0.09834;0.227008;0.000341;0.0;43.808
0.098505;0.098415;0.098415;0.098412;0.098368;0.098368;0.098355;0.098358;0.227008;0.000341;0.0;43.936
0.098425;0.098373;0.098373;0.098412;0.09837;0.09837;0.098369;0.098369;0.227008;0.000341;0.0;44.064
0.098271;0.098408;0.098271;0.098331;0.098373;0.098331;0.098363;0.098356;0.227008;0.000341;0.0;44.192
0.098221;0.098339;0.098221;0.098317;0.098377;0.098317;0.098357;0.098348;0.227008;0.000341;0.0;44.32
0.098284;0.098281;0.098281;0.098333;0.098362;0.098333;0.098357;0.098352;0.227008;0.000341;0.0;44.448
0.09842;0.098307;0.098307;0.098354;0.09832;0.09832;0.098336;0.098332;0.227008;0.000341;0.0;44.576
0.098432;0.098304;0.098304;0.098397;0.098313;0.098313;0.098326;0.098323;0.227008;0.000341;0.0;44.704
0.098357;0.098274;0.098274;0.09838;0.098321;0.098321;0.098324;0.098324;0.227008;0.000341;0.0;44.832
0.098436;0.098523;0.098436;0.098392;0.098359;0.098359;0.098314;0.098324;0.227008;0.000341;0.0;44.96
0.098467;0.09839;0.09839;0.098402;0.098369;0.098369;0.098343;0.098349;0.227008;0.000341;0.0;45.088
0.098336;0.098382;0.098336;0.098327;0.098412;0.098327;0.098347;0.098343;0.227008;0.000341;0.0;45.216
0.09833;0.098219;0.098219;0.098333;0.098329;0.098329;0.098336;0.098335;0.227008;0.000341;0.0;45.344
0.098345;0.098361;0.098345;0.098337;0.098357;0.098337;0.098333;0.098334;0.227008;0.000341;0.0;45.472
0.098385;0.098315;0.098315;0.098378;0.09833;0.09833;0.098336;0.098334;0.227008;0.000341;0.0;45.6
0.098397;0.098432;0.098397;0.098338;0.098409;0.098338;0.098346;0.098344;0.227008;0.000341;0.0;45.728
0.09835;0.098402;0.09835;0.09836;0.098384;0.09836;0.098344;0.098348;0.227008;0.000341;0.0;45.856
0.098357;0.098408;0.098357;0.098384;0.098362;0.098362;0.098344;0.098348;0.227008;0.000341;0.0;45.984
0.098323;0.098445;0.098323;0.098353;0.098372;0.098353;0.098342;0.098345;0.227008;0.000341;0.0;46.112
0.098425;0.098381;0.098381;0.098364;0.098341;0.098341;0.09833;0.098332;0.227008;0.000341;0.0;46.24
0.098345;0.09837;0.098345;0.098354;0.098369;0.098354;0.098345;0.098347;0.227008;0.000341;0.0;46.368
0.098326;0.098233;0.098233;0.098357;0.098335;0.098335;0.09836;0.098355;0.227008;0.000341;0.0;46.496
0.098288;0.098424;0.098288;0.098349;0.098386;0.098349;0.098357;0.098355;0.227008;0.000341;0.0;46.624
0.098506;0.098407;0.098407;0.0984;0.098392;0.098392;0.098353;0.098362;0.227008;0.000341;0.0;46.752
0.09841;0.098118;0.098118;0.098372;0.098313;0.098313;0.09837;0.098357;0.227008;0.000341;0.0;46.88
0.098329;0.098281;0.098281;0.098327;0.098322;0.098322;0.098348;0.098342;0.227008;0.000341;0.0;47.008
0.0983;0.098278;0.098278;0.098341;0.098327;0.098327;0.098336;0.098334;0.227008;0.000341;0.0;47.136
0.098415;0.09843;0.098415;0.098368;0.098339;0.098339;0.098321;0.098325;0.227008;0.000341;0.0;47.264
0.09833;0.098448;0.09833;0.098324;0.098364;0.098324;0.098323;0.098323;0.227008;0.000341;0.0;47.392
0.098342;0.098325;0.098325;0.098324;0.098357;0.098324;0.098325;0.098324;0.227008;0.000341;0.0;47.52
0.098284;0.098275;0.098275;0.098325;0.09834;0.098325;0.098331;0.09833;0.227008;0.000341;0.0;47.648
0.09827;0.098364;0.09827;0.098331;0.098344;0.098331;0.098339;0.098337;0.227008;0.000341;0.0;47.776
0.098393;0.098372;0.098372;0.098388;0.098387;0.098387;0.098353;0.09836;0.227008;0.000341;0.0;47.904
0.098433;0.098306;0.098306;0.098399;0.098372;0.098372;0.098374;0.098373;0.227008;0.000341;0.0;48.032
0.098422;0.098368;0.098368;0.098379;0.098383;0.098379;0.098369;0.098371;0.227008;0.000341;0.0;48.16
0.098442;0.098438;0.098438;0.098397;0.098396;0.098396;0.098367;0.098374;0.227008;0.000341;0.0;48.288
0.098323;0.098325;0.098323;0.098349;0.098355;0.098349;0.098364;0.09836;0.227008;0.000341;0.0;48.416
0.098288;0.098359;0.098288;0.098347;0.098384;0.098347;0.098363;0.098359;0.227008;0.000341;0.0;48.544
0.098426;0.098511;0.098426;0.098326;0.09842;0.098326;0.098325;0.098325;0.227008;0.000341;0.0;48.672
0.098282;0.098458;0.098282;0.09833;0.098413;0.09833;0.098343;0.09834;0.227008;0.000341;0.0;48.8
0.098382;0.098336;0.098336;0.098382;0.098378;0.098378;0.098355;0.09836;0.227008;0.000341;0.0;48.928
0.098382;0.098437;0.098382;0.098332;0.09841;0.098332;0.098339;0.098337;0.227008;0.000341;0.0;49.056
0.098343;0.098225;0.098225;0.098353;0.098371;0.098353;0.098343;0.098345;0.227008;0.000341;0.0;49.184
0.098385;0.098421;0.098385;0.09838;0.098361;0.098361;0.098346;0.098349;0.227008;0.000341;0.0;49.312
0.098309;0.098326;0.098309;0.09834;0.098377;0.09834;0.09834;0.09834;0.227008;0.000341;0.0;49.44
0.098354;0.098443;0.098354;0.098339;0.098371;0.098339;0.098333;0.098334;0.227008;0.000341;0.0;49.568
0.098317;0.098348;0.098317;0.098385;0.098348;0.098348;0.098349;0.098349;0.227008;0.000341;0.0;49.696
0.098297;0.098549;0.098297;0.098332;0.098429;0.098332;0.098348;0.098344;0.227008;0.000341;0.0;49.824
0.098405;0.098276;0.098276;0.098396;0.098362;0.098362;0.098356;0.098357;0.227008;0.000341;0.0;49.952
0.098321;0.098398;0.098321;0.098345;0.098375;0.098345;0.098357;0.098354;0.227008;0.000341;0.0;50.08
0.098291;0.098373;0.098291;0.098324;0.098339;0.098324;0.098347;0.098342;0.227008;0.000341;0.0;50.208
0.098587;0.098309;0.098309;0.098401;0.098343;0.098343;0.098326;0.09833;0.227008;0.000341;0.0;50.336
0.098283;0.098361;0.098283;0.098357;0.098325;0.098325;0.098317;0.098318;0.227008;0.000341;0.0;50.464
0.098445;0.098325;0.098325;0.098417;0.098339;0.098339;0.098324;0.098327;0.227008;0.000341;0.0;50.592
0.0983;0.098368;0.0983;0.098341;0.09836;0.098341;0.098333;0.098335;0.227008;0.000341;0.0;50.72
0.098555;0.098214;0.098214;0.098403;0.098288;0.098288;0.098334;0.098323;0.227008;0.000341;0.0;50.848
0.098456;0.09824;0.09824;0.098418;0.09831;0.09831;0.098317;0.098315;0.227008;0.000341;0.0;50.976
0.098306;0.098332;0.098306;0.098388;0.098358;0.098358;0.098335;0.09834;0.227008;0.000341;0.0;51.104
0.098293;0.098366;0.098293;0.098355;0.09837;0.098355;0.098353;0.098353;0.227008;0.000341;0.0;51.232
0.098487;0.098398;0.098398;0.098371;0.098358;0.098358;0.098336;0.098341;0.227008;0.000341;0.0;51.36
0.0983;0.098133;0.098133;0.098365;0.098344;0.098344;0.098359;0.098356;0.227008;0.000341;0.0;51.488
0.098351;0.098346;0.098346;0.098391;0.098347;0.098347;0.098352;0.098351;0.227008;0.000341;0.0;51.616
0.098123;0.098426;0.098123;0.098295;0.098344;0.098295;0.098338;0.098328;0.227008;0.000341;0.0;51.744
0.098259;0.098367;0.098259;0.0983;0.098332;0.0983;0.098311;0.098308;0.227008;0.000341;0.0;51.872
0.098436;0.098421;0.098421;0.098404;0.098358;0.098358;0.09832;0.098328;0.227008;0.000341;0.0;52.0
0.098312;0.098354;0.098312;0.098362;0.09836;0.09836;0.098349;0.098352;0.227008;0.000341;0.0;52.128
0.098345;0.098316;0.098316;0.098347;0.098371;0.098347;0.098336;0.098339;0.227008;0.000341;0.0;52.256
0.098398;0.098382;0.098382;0.09838;0.09834;0.09834;0.098333;0.098335;0.227008;0.000341;0.0;52.384
0.098519;0.098367;0.098367;0.0984;0.098412;0.0984;0.098355;0.098365;0.227008;0.000341;0.0;52.512
0.098326;0.098322;0.098322;0.09838;0.098364;0.098364;0.098374;0.098371;0.227008;0.000341;0.0;52.64
0.098482;0.098416;0.098416;0.098411;0.09835;0.09835;0.098357;0.098355;0.227008;0.000341;0.0;52.768
0.098341;0.098323;0.098323;0.098367;0.098355;0.098355;0.098352;0.098353;0.227008;0.000341;0.0;52.896
0.098345;0.098364;0.098345;0.098329;0.098322;0.098322;0.098338;0.098334;0.227008;0.000341;0.0;53.024
0.098462;0.098272;0.098272;0.098379;0.098329;0.098329;0.098339;0.098337;0.227008;0.000341;0.0;53.152
0.098327;0.098473;0.098327;0.09839;0.09837;0.09837;0.098334;0.098342;0.227008;0.000341;0.0;53.28
0.098431;0.098318;0.098318;0.098355;0.098325;0.098325;0.098332;0.09833;0.227008;0.000341;0.0;53.408
0.098426;0.098404;0.098404;0.098356;0.098362;0.098356;0.098341;0.098344;0.227008;0.000341;0.0;53.536
0.098209;0.098309;0.098209;0.098274;0.098319;0.098274;0.098317;0.098308;0.227008;0.000341;0.0;53.664
0.098217;0.098399;0.098217;0.098289;0.098365;0.098289;0.098312;0.098306;0.227008;0.000341;0.0;53.792
0.098565;0.098248;0.098248;0.098417;0.098324;0.098324;0.098332;0.09833;0.227008;0.000341;0.0;53.92
0.098338;0.098357;0.098338;0.098382;0.098348;0.098348;0.098341;0.098342;0.227008;0.000341;0.0;54.048
0.098393;0.098295;0.098295;0.098408;0.09835;0.09835;0.09835;0.09835;0.227008;0.000341;0.0;54.176
0.098295;0.098294;0.098294;0.098355;0.098364;0.098355;0.098356;0.098356;0.227008;0.000341;0.0;54.304
0.098442;0.098398;0.098398;0.098366;0.098383;0.098366;0.098347;0.098351;0.227008;0.000341;0.0;54.432
0.098449;0.098254;0.098254;0.09838;0.098341;0.098341;0.098351;0.098349;0.227008;0.000341;0.0;54.56
0.098264;0.098485;0.098264;0.098369;0.09836;0.09836;0.098336;0.098342;0.227008;0.000341;0.0;54.688
0.098397;0.098482;0.098397;0.09838;0.098415;0.09838;0.098355;0.098361;0.227008;0.000341;0.0;54.816
0.098385;0.098463;0.098385;0.09839;0.098429;0.09839;0.098378;0.098381;0.227008;0.000341;0.0;54.944
0.098452;0.098264;0.098264;0.09841;0.098351;0.098351;0.098374;0.098368;0.227008;0.000341;0.0;55.072
0.098335;0.098413;0.098335;0.098336;0.098381;0.098336;0.098348;0.098345;0.227008;0.000341;0.0;55.2
0.098377;0.098355;0.098355;0.098421;0.098394;0.098394;0.098377;0.098381;0.227008;0.000341;0.0;55.328
0.098264;0.098163;0.098163;0.098322;0.098323;0.098322;0.098367;0.098357;0.227008;0.000341;0.0;55.456
0.098276;0.098397;0.098276;0.098364;0.098352;0.098352;0.098337;0.09834;0.227008;0.000341;0.0;55.584
0.09831;0.098287;0.098287;0.09839;0.098323;0.098323;0.098346;0.098341;0.227008;0.000341;0.0;55.712
0.098387;0.098447;0.098387;0.098388;0.098383;0.098383;0.09834;0.09835;0.227008;0.000341;0.0;55.84
0.098323;0.098366;0.098323;0.098352;0.098427;0.098352;0.098359;0.098357;0.227008;0.000341;0.0;55.968
0.098447;0.098401;0.098401;0.098384;0.098424;0.098384;0.098358;0.098364;0.227008;0.000341;0.0;56.096
0.098396;0.098349;0.098349;0.098388;0.098389;0.098388;0.098363;0.098369;0.227008;0.000341;0.0;56.224
0.098467;0.098357;0.098357;0.098365;0.098378;0.098365;0.098349;0.098352;0.227008;0.000341;0.0;56.352
0.098321;0.098416;0.098321;0.098361;0.098348;0.098348;0.098336;0.098339;0.227008;0.000341;0.0;56.48
0.098504;0.09826;0.09826;0.098408;0.098357;0.098357;0.098356;0.098356;0.227008;0.000341;0.0;56.608
0.098388;0.098491;0.098388;0.098364;0.098429;0.098364;0.098358;0.098359;0.227008;0.000341;0.0;56.736
0.098427;0.098247;0.098247;0.098368;0.098366;0.098366;0.098351;0.098354;0.227008;0.000341;0.0;56.864
0.098327;0.098364;0.098327;0.098329;0.098352;0.098329;0.098343;0.09834;0.227008;0.000341;0.0;56.992
0.098486;0.098216;0.098216;0.098407;0.098276;0.098276;0.098324;0.098313;0.227008;0.000341;0.0;57.12
0.098434;0.098448;0.098434;0.098362;0.098352;0.098352;0.098306;0.098316;0.227008;0.000341;0.0;57.248
0.098365;0.098291;0.098291;0.098363;0.098349;0.098349;0.098342;0.098343;0.227008;0.000341;0.0;57.376
0.098409;0.09839;0.09839;0.098345;0.098369;0.098345;0.098336;0.098338;0.227008;0.000341;0.0;57.504
0.098301;0.098325;0.098301;0.098341;0.098329;0.098329;0.098335;0.098333;0.227008;0.000341;0.0;57.632
0.09834;0.098364;0.09834;0.098317;0.098345;0.098317;0.098321;0.09832;0.227008;0.000341;0.0;57.76
0.098429;0.098264;0.098264;0.098365;0.098327;0.098327;0.098327;0.098327;0.227008;0.000341;0.0;57.888
0.098347;0.09846;0.098347;0.098374;0.098369;0.098369;0.098327;0.098336;0.227008;0.000341;0.0;58.016
0.09843;0.098206;0.098206;0.098331;0.098276;0.098276;0.098319;0.098309;0.227008;0.000341;0.0;58.144
0.098318;0.098462;0.098318;0.09833;0.098321;0.098321;0.098285;0.098293;0.227008;0.000341;0.0;58.272
0.098403;0.098279;0.098279;0.098353;0.09835;0.09835;0.098307;0.098317;0.227008;0.000341;0.0;58.4
0.098386;0.098396;0.098386;0.098375;0.098405;0.098375;0.098341;0.098349;0.227008;0.000341;0.0;58.528
0.098371;0.098385;0.098371;0.098355;0.098359;0.098355;0.098352;0.098353;0.227008;0.000341;0.0;58.656
0.098257;0.098218;0.098218;0.098316;0.098323;0.098316;0.098337;0.098332;0.227008;0.000341;0.0;58.784
0.098508;0.098409;0.098409;0.098399;0.098358;0.098358;0.098333;0.098339;0.227008;0.000341;0.0;58.912
0.098373;0.098438;0.098373;0.098364;0.098355;0.098355;0.098346;0.098348;0.227008;0.000341;0.0;59.04
0.098377;0.0984;0.098377;0.098416;0.098371;0.098371;0.098353;0.098357;0.227008;0.000341;0.0;59.168
0.098405;0.098322;0.098322;0.098401;0.09835;0.09835;0.09835;0.09835;0.227008;0.000341;0.0;59.296
0.098296;0.098217;0.098217;0.098401;0.098294;0.098294;0.098344;0.098333;0.227008;0.000341;0.0;59.424
0.098355;0.098375;0.098355;0.098391;0.098362;0.098362;0.098335;0.098341;0.227008;0.000341;0.0;59.552
