PoseX_m;PoseY_m;PosePhi_rad;IndiceWaypoint;WP_X_m;WP_Y_m;DistWaypoint_m;ErrorAngular_rad;EstadoArbitro;timestamp_s
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;39.584
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;39.712
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;39.84
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;39.968
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;40.096
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;40.224
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;40.352
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;40.48
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;40.608
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;40.736
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;40.864
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;40.992
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;41.12
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;41.248
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;41.376
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;41.504
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;41.632
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;41.76
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;41.888
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;42.016
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;42.144
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;42.272
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;42.4
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;42.528
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;42.656
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;42.784
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;42.912
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;43.04
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;43.168
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;43.296
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;43.424
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;43.552
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;43.68
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;43.808
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;43.936
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;44.064
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;44.192
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;44.32
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;44.448
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;44.576
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;44.704
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;44.832
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;44.96
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;45.088
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;45.216
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;45.344
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;45.472
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;45.6
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;45.728
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;45.856
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;45.984
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;46.112
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;46.24
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;46.368
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;46.496
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;46.624
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;46.752
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;46.88
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;47.008
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;47.136
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;47.264
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;47.392
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;47.52
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;47.648
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;47.776
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;47.904
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;48.032
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;48.16
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;48.288
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;48.416
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;48.544
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;48.672
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;48.8
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;48.928
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;49.056
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;49.184
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;49.312
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;49.44
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;49.568
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;49.696
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;49.824
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;49.952
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;50.08
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;50.208
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;50.336
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;50.464
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;50.592
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;50.72
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;50.848
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;50.976
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;51.104
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;51.232
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;51.36
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;51.488
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;51.616
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;51.744
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;51.872
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;52.0
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;52.128
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;52.256
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;52.384
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;52.512
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;52.64
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;52.768
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;52.896
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;53.024
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;53.152
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;53.28
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;53.408
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;53.536
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;53.664
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;53.792
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;53.92
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;54.048
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;54.176
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;54.304
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;54.432
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;54.56
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;54.688
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;54.816
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;54.944
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;55.072
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;55.2
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;55.328
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;55.456
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;55.584
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;55.712
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;55.84
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;55.968
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;56.096
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;56.224
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;56.352
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;56.48
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;56.608
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;56.736
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;56.864
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;56.992
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;57.12
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;57.248
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;57.376
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;57.504
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;57.632
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;57.76
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;57.888
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;58.016
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;58.144
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;58.272
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;58.4
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;58.528
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;58.656
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;58.784
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;58.912
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;59.04
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;59.168
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;59.296
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;59.424
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;59.552
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;59.68
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;59.808
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;59.936
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;60.064
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;60.192
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;60.32
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;60.448
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;60.576
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;60.704
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;60.832
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;60.96
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;61.088
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;61.216
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;61.344
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;61.472
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;61.6
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;61.728
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;61.856
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;61.984
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;62.112
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;62.24
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;62.368
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;62.496
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;62.624
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;62.752
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;62.88
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;63.008
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;63.136
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;63.264
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;63.392
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;63.52
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;63.648
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;63.776
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;63.904
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;64.032
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;64.16
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;64.288
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;64.416
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;64.544
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;64.672
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;64.8
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;64.928
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;65.056
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;65.184
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;65.312
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;65.44
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;65.568
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;65.696
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;65.824
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;65.952
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;66.08
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;66.208
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;66.336
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;66.464
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;66.592
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;66.72
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;66.848
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;66.976
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;67.104
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;67.232
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;67.36
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;67.488
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;67.616
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;67.744
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;67.872
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;68.0
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;68.128
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;68.256
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;68.384
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;68.512
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;68.64
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;68.768
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;68.896
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;69.024
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;69.152
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;69.28
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;69.408
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;69.536
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;69.664
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;69.792
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;69.92
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;70.048
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;70.176
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;70.304
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;70.432
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;70.56
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;70.688
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;70.816
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;70.944
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;71.072
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;71.2
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;71.328
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;71.456
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;71.584
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;71.712
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;71.84
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;71.968
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;72.096
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;72.224
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;72.352
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;72.48
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;72.608
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;72.736
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;72.864
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;72.992
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.12
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.248
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.376
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.504
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.632
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.76
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.888
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.016
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.144
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.272
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.4
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.528
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.656
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.784
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.912
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.04
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.168
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.296
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.424
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.552
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.68
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.808
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.936
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.064
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.192
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.32
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.448
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.576
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.704
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.832
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.96
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.088
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.216
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.344
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.472
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.6
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.728
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.856
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.984
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.112
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.24
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.368
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.496
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.624
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.752
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.88
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.008
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.136
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.264
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.392
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.52
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.648
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.776
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.904
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.032
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.16
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.288
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.416
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.544
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.672
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.8
