ps0_FD;ps1_DD;ps2_LD;ps3_TD;ps4_TI;ps5_LI;ps6_DI;ps7_FI;Theta_Izq_rad;Theta_Der_rad;DeltaS_Izq_m;DeltaS_Der_m;AvanceLineal_m;GiroAngular_rad;VelLineal_ms;VelAngular_rads;timestamp_s
60.621618;66.946801;59.569402;69.194995;62.027082;76.039386;69.948633;61.117945;5.21868;5.21868;0.002704;0.002704;0.002704;0.0;0.084486;0.0;1.312
68.345209;68.662879;58.753933;63.262867;65.327104;56.089504;70.216377;67.052048;5.73992;5.73992;0.002704;0.002704;0.002704;0.0;0.084486;0.0;1.44
65.994481;63.132875;64.689137;70.959863;69.348149;68.810138;72.847527;70.223485;6.26116;6.26116;0.002704;0.002704;0.002704;0.0;0.084486;0.0;1.568
70.206267;111.685758;61.744751;56.296037;67.022193;70.656474;75.246429;67.108873;6.7824;6.7824;0.002704;0.002704;0.002704;0.0;0.084486;0.0;1.696
106.508841;147.161144;63.954831;80.231263;66.263851;66.323776;67.711283;65.572906;7.30364;7.30364;0.002704;0.002704;0.002704;0.0;0.084486;0.0;1.824
129.657467;220.597422;66.737778;64.999796;68.358355;67.773168;66.424424;74.617327;7.82488;7.82488;0.002704;0.002704;0.002704;0.0;0.084486;0.0;1.952
224.6259;419.343979;116.980773;72.253771;68.891099;68.21567;69.367314;69.964204;8.34612;8.34612;0.002575;0.002575;0.002575;0.0;0.080463;0.0;2.08
422.302154;1614.245714;162.362567;68.496756;65.134734;67.955826;70.631403;70.026942;8.77944;8.74804;0.001802;0.001416;0.001609;-0.007427;0.050289;-0.232103;2.208
803.54151;2127.744501;185.293053;67.106413;62.845613;68.474279;61.83662;62.581231;9.11228;9.01808;0.001674;0.001416;0.001545;-0.004952;0.048277;-0.154736;2.336
723.780638;1944.706496;147.541388;66.693857;68.326829;67.515518;66.780226;65.3088;9.4514;9.2944;0.001674;0.001416;0.001545;-0.004952;0.048277;-0.154736;2.464
780.452766;1898.941792;143.985249;64.87302;64.016749;63.301802;68.951452;71.11839;9.79052;9.56444;0.001802;0.001416;0.001609;-0.007427;0.050289;-0.232103;2.592
906.9213;1872.162015;128.151683;60.213861;67.629094;67.272494;66.376282;69.748253;10.12964;9.84076;0.001802;0.001416;0.001609;-0.007427;0.050289;-0.232103;2.72
981.940507;1841.752192;122.241475;66.853727;67.554196;62.422318;69.959918;68.939503;10.46248;10.1108;0.001674;0.001416;0.001545;-0.004952;0.048277;-0.154736;2.848
1064.439041;1826.33887;131.171276;67.963078;67.949591;70.837424;61.605275;68.134871;10.8016;10.38712;0.001674;0.001416;0.001545;-0.004952;0.048277;-0.154736;2.976
1163.0813;1756.511457;105.135425;66.86327;70.302929;74.14684;71.567138;65.313575;11.14072;10.65716;0.001802;0.001416;0.001609;-0.007427;0.050289;-0.232103;3.104
68.282154;1706.950915;109.288303;58.74969;70.313434;63.780549;66.97774;65.082805;11.47984;10.93348;0.001802;0.001416;0.001609;-0.007427;0.050289;-0.232103;3.232
66.276912;1681.028969;94.360484;65.414234;64.670792;69.644524;59.81347;61.189513;11.81268;11.20352;0.001674;0.001416;0.001545;-0.004952;0.048277;-0.154736;3.36
65.735841;1596.73046;75.956424;69.805707;66.345501;67.653737;63.723859;63.592224;12.1518;11.47984;0.001674;0.001416;0.001545;-0.004952;0.048277;-0.154736;3.488
68.045861;1560.22704;64.104739;69.702023;64.624737;67.816871;63.887511;62.14592;12.49092;11.74988;0.001802;0.001416;0.001609;-0.007427;0.050289;-0.232103;3.616
67.060909;1535.527415;68.527886;69.037769;60.969544;65.106765;70.618217;72.900838;12.82376;12.0262;0.001674;0.001416;0.001545;-0.004952;0.048277;-0.154736;3.744
65.12775;1577.755216;64.951721;70.39318;72.13133;63.090231;64.275857;67.113985;13.16288;12.29624;0.001674;0.001416;0.001545;-0.004952;0.048277;-0.154736;3.872
68.654107;1647.86426;69.812788;63.783677;74.859728;68.146138;72.521222;70.401648;13.502;12.57256;0.001802;0.001416;0.001609;-0.007427;0.050289;-0.232103;4.0
70.160922;1773.64664;67.791331;67.813114;63.364411;67.784465;63.857773;63.142943;13.84112;12.8426;0.001802;0.001416;0.001609;-0.007427;0.050289;-0.232103;4.128
68.557675;1929.980745;69.749334;66.581342;69.073905;67.737271;68.879596;65.290823;14.17396;13.11892;0.001674;0.001416;0.001545;-0.004952;0.048277;-0.154736;4.256
66.845065;1385.548477;69.073439;64.032841;70.258883;70.906074;67.181629;64.386719;14.51308;13.38896;0.001674;0.001416;0.001545;-0.004952;0.048278;-0.154736;4.384
69.45825;606.677218;65.385092;68.363943;69.381732;68.170177;68.34204;69.063262;14.8522;13.66528;0.001802;0.001416;0.001609;-0.007427;0.050289;-0.232103;4.512
66.524796;390.952765;66.799119;64.894051;64.075375;70.987109;68.101889;69.656078;15.19132;13.93532;0.001802;0.001416;0.001609;-0.007427;0.050289;-0.232103;4.64
63.249611;98.486238;124.613136;68.371093;67.138636;64.871311;66.904779;70.344144;15.49904;14.55076;0.001674;0.00309;0.002382;0.027233;0.074428;0.851046;4.768
