ps0_FD;ps1_DD;ps2_LD;ps3_TD;ps4_TI;ps5_LI;ps6_DI;ps7_FI;Theta_Izq_rad;Theta_Der_rad;DeltaS_Izq_m;DeltaS_Der_m;AvanceLineal_m;GiroAngular_rad;VelLineal_ms;VelAngular_rads;timestamp_s
69.488122;61.68691;72.448795;71.74703;69.444276;66.326311;63.898015;67.159749;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;43.808
61.234493;68.623016;71.487104;66.063595;67.332777;66.657259;74.218427;64.922534;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;43.936
64.486814;62.507101;63.847547;64.55389;67.146406;68.846397;63.830953;66.616132;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;44.064
70.806111;67.440143;66.756994;61.240876;68.050928;70.26646;64.813582;65.203793;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;44.192
72.848292;67.527521;61.680788;66.380833;67.630662;66.916566;61.461848;68.025032;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;44.32
70.28731;64.926673;70.133185;69.086877;63.204711;65.82569;69.345367;70.395672;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;44.448
64.706684;69.568465;72.249336;74.510243;66.591625;61.713689;72.160973;69.338684;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;44.576
64.223437;64.524148;65.630378;72.842448;64.073396;70.759845;66.808529;69.465131;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;44.704
67.29399;64.836183;68.214052;61.646859;60.852015;67.180099;72.472291;70.673743;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;44.832
64.036279;68.356453;59.387788;69.357588;63.70071;64.51409;69.066361;60.497643;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;44.96
62.77112;65.746558;67.824844;70.12699;67.11683;68.964581;67.461715;65.920562;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;45.088
68.149005;65.93441;68.627901;59.06482;66.492445;69.14048;69.863223;66.251454;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;45.216
68.371974;68.838002;72.344768;67.532586;66.785841;58.136189;67.619754;72.941985;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;45.344
67.789328;70.500691;69.693739;67.381061;63.441774;57.975126;68.205389;67.13649;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;45.472
66.14726;69.344518;67.962192;61.155367;68.936908;60.136584;64.639649;68.998604;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;45.6
65.626465;67.536196;65.320869;63.021425;73.319222;69.694098;72.26491;64.190252;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;45.728
67.586622;69.65565;67.7491;68.572427;65.579521;69.139839;67.492932;65.43522;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;45.856
67.272834;72.675008;72.982755;68.722174;63.221987;59.021063;66.422347;65.184349;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;45.984
68.671194;66.987962;73.212277;67.303163;64.747247;64.155002;67.104178;63.679153;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;46.112
64.491026;60.948442;65.28867;69.097813;66.778947;67.276844;70.614847;66.302501;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;46.24
67.765772;69.626735;66.891893;63.958172;68.902671;69.057877;74.230462;66.763108;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;46.368
68.543485;65.003546;62.955367;72.239269;67.067124;67.73251;62.894646;72.35195;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;46.496
70.12503;71.292168;66.789162;67.899266;67.763562;62.987876;66.827432;64.553294;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;46.624
61.184959;66.965002;67.230416;63.947843;68.358455;65.628474;61.191289;65.216447;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;46.752
65.104581;67.416717;64.072935;66.889601;64.378147;67.595095;65.859667;77.072894;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;46.88
68.417901;68.284266;65.502116;65.405824;59.848078;70.255333;67.057205;70.37723;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;47.008
69.630037;63.91782;68.382364;72.776906;64.844179;69.984888;68.633729;70.501781;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;47.136
64.915458;65.663087;68.525018;65.074176;61.758339;65.223664;72.634473;64.298985;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;47.264
68.405964;64.615966;66.923484;65.657634;63.859881;68.509302;65.332513;63.542779;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;47.392
67.878654;66.004947;68.788583;72.131035;65.526706;63.43183;65.7071;68.577602;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;47.52
70.272567;66.102612;64.002186;64.769696;66.822536;65.970487;68.90662;70.648717;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;47.648
70.837782;67.38842;65.626743;67.429343;64.121955;70.42981;63.756421;66.996026;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;47.776
65.815978;65.786011;65.992043;64.714616;69.635894;64.322022;68.032133;66.654855;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;47.904
64.151959;67.06662;67.137716;62.540538;66.716066;64.642312;70.103582;69.362222;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;48.032
64.628206;71.276949;74.161668;64.6501;66.098479;62.942381;73.434101;66.812073;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;48.16
63.804714;67.982408;66.340565;65.074276;61.798319;66.468992;65.317929;63.982425;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;48.288
68.654612;60.269744;62.33001;60.661451;67.24974;68.422492;63.513347;68.588543;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;48.416
70.1005;63.292428;69.802355;63.467634;62.041764;63.627615;65.017383;67.201944;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;48.544
64.439116;63.138872;68.029604;66.097288;65.944275;71.833314;65.944943;60.992943;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;48.672
70.369801;70.614597;68.274573;61.198354;72.671552;65.766201;68.974285;63.145283;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;48.8
66.259671;67.139386;62.915759;65.157813;70.428855;64.567216;62.176051;68.146603;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;48.928
66.263087;66.041827;66.873093;72.349117;63.617332;63.855567;68.577264;64.002571;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;49.056
67.848645;68.999381;66.404453;64.678608;66.286819;69.618104;69.60973;72.676754;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;49.184
66.142843;68.59664;65.211009;66.999452;63.801488;63.979013;66.31603;64.675387;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;49.312
69.24908;65.385275;66.124533;67.935116;67.449674;66.852808;68.262411;68.541684;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;49.44
67.418165;64.590077;66.460075;65.769053;67.190175;68.141024;67.886544;63.748476;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;49.568
68.928344;64.25147;70.470426;63.812061;68.627047;70.095081;68.119349;67.653339;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;49.696
69.726056;72.391809;64.61145;71.599363;62.312758;70.332576;61.2263;59.426065;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;49.824
65.307227;71.739304;65.49596;66.63379;69.780782;68.153433;72.999741;70.602074;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;49.952
68.743984;70.409235;64.498944;70.084273;69.873814;66.848376;67.019878;65.59706;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;50.08
69.983899;68.360435;66.352604;60.943121;69.511799;72.808836;66.250662;66.628042;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;50.208
57.864775;59.095157;71.039587;71.324908;69.226387;63.952534;60.535461;69.255118;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;50.336
70.305153;69.764938;66.864228;69.219112;67.269299;65.83676;69.89985;67.132559;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;50.464
63.673137;66.056831;67.530645;67.694032;71.116871;64.437811;75.374512;68.60848;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;50.592
69.600499;68.721688;71.049053;68.933338;65.058421;71.433373;69.51069;66.814642;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;50.72
59.174179;73.107684;68.617504;68.336302;69.049669;71.259707;61.565432;73.149117;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;50.848
63.238415;65.049423;68.161751;62.013613;66.480234;66.813318;63.54114;72.052597;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;50.976
69.381564;66.583771;69.177155;72.297356;68.099947;65.507445;66.805393;68.312911;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;51.104
69.900341;63.181689;72.674498;67.983795;67.93872;69.839247;63.252377;66.902884;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;51.232
61.953027;64.913791;67.01993;67.114128;67.613656;70.155535;72.429424;65.618861;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;51.36
69.627898;68.337802;70.071866;65.919628;64.726316;63.50077;60.82954;76.451142;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;51.488
67.510633;69.579872;73.730139;65.717864;72.219045;67.372061;72.313685;67.73974;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;51.616
76.860052;69.507843;71.037034;64.45422;66.103186;68.426645;64.459613;64.451801;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;51.744
71.302968;61.808814;72.865227;70.009628;60.849561;70.797097;67.208698;66.884058;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;51.872
64.065703;71.769156;68.674567;67.544156;66.44622;72.531699;65.210717;64.663616;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;52.0
69.129238;63.580251;68.446779;69.075488;70.326334;63.711499;70.215132;67.387299;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;52.128
67.752541;66.375877;67.267679;67.765126;73.721645;65.97607;63.383541;68.962415;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;52.256
65.616622;64.247375;65.622436;65.427779;69.092597;67.6913;62.898098;66.256732;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;52.384
60.648828;67.252429;64.064342;63.815361;66.216838;65.717539;65.409128;66.855619;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;52.512
68.55505;66.008786;60.951745;65.899322;70.138957;69.021092;64.645256;68.711182;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;52.64
62.167041;63.443743;64.632532;69.402249;66.511257;66.615428;73.954529;64.880414;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;52.768
67.931309;65.087884;66.124864;60.38618;67.160541;62.562519;64.291315;68.663104;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;52.896
67.756896;74.08492;68.360761;66.249634;68.818559;70.659294;62.173991;67.009734;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;53.024
62.998329;64.559469;66.519407;65.129769;69.133096;69.899611;71.907827;70.780045;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;53.152
68.507995;69.928234;66.288521;62.872006;71.443769;66.224041;68.796906;62.549144;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;53.28
64.263601;65.336573;73.608641;68.096953;72.126463;68.890382;63.263026;68.888888;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;53.408
64.462776;69.794043;62.25268;69.593264;67.328467;69.109382;73.375896;65.371568;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;53.536
73.346891;67.570246;68.653715;66.997344;67.140175;65.385361;64.604776;69.235019;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;53.664
73.002082;67.978098;67.099141;63.122208;66.675131;70.006023;69.231581;65.542686;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;53.792
58.778379;61.850163;65.189195;60.358975;66.74311;72.020071;62.811244;71.727222;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;53.92
68.039907;65.871884;66.635581;70.498508;70.091838;71.414134;67.609935;67.291889;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;54.048
65.803704;70.394806;66.450449;64.898304;66.929161;70.462509;65.749404;69.817699;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;54.176
69.822407;68.148005;60.503946;68.000835;66.095505;63.264367;66.048154;69.845952;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;54.304
63.78378;68.259404;66.729731;66.880136;64.059064;67.870759;67.520605;65.61669;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;54.432
63.531841;62.541895;72.926481;69.302074;64.695618;67.023887;70.519866;71.478308;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;54.56
71.074487;72.251044;69.440767;64.393486;66.552989;71.531225;62.331926;62.038203;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;54.688
65.657715;70.447546;68.891573;65.080855;67.48976;61.125158;69.329876;62.149051;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;54.816
66.145342;68.325022;58.83955;62.688694;64.22496;67.69774;66.74614;62.920951;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;54.944
63.379141;69.962607;69.665585;69.963171;70.767127;69.865232;69.553623;71.081301;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;55.072
68.19489;64.400912;65.504073;70.641913;66.399343;66.281269;70.839684;64.981202;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;55.2
66.461108;64.536429;70.280876;69.339113;69.077842;63.148049;71.311028;67.371384;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;55.328
71.071198;60.129816;68.198132;66.434019;67.405048;74.659426;68.518211;75.235375;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;55.456
70.617095;62.949018;63.643642;60.047663;66.055446;69.004575;62.97576;65.657518;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;55.584
69.18607;67.935342;69.32728;64.987586;67.484024;60.180102;68.314229;70.145027;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;55.712
66.042938;73.157724;67.592622;64.973319;68.053237;68.947609;70.863376;63.590479;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;55.84
68.67307;68.915645;63.573077;65.356856;70.485209;65.78644;67.513957;66.900557;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;55.968
63.602824;67.530404;68.40712;69.437187;65.28903;62.852319;63.674144;65.485856;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;56.096
65.689686;65.620827;69.588369;67.971694;70.065429;63.34431;64.038884;67.594469;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;56.224
62.76049;65.135387;69.801147;75.181302;72.496733;68.734876;68.221449;67.277928;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;56.352
68.762668;71.18143;70.786145;69.351009;64.37675;67.934118;63.202453;64.877976;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;56.48
61.281431;72.797633;70.143457;69.463295;66.840574;72.313248;69.199397;71.239028;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;56.608
66.013289;62.372784;65.629702;67.284408;71.380793;67.155836;67.015838;61.802136;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;56.736
64.399543;68.300073;64.425501;66.269729;69.407229;66.074305;61.489011;71.787816;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;56.864
68.52523;63.14612;67.836687;65.233636;65.847725;67.854307;70.580497;67.014455;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;56.992
61.977872;63.541535;70.277867;67.303867;65.866528;59.636199;66.871075;73.050865;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;57.12
64.146129;66.967853;75.345299;61.936401;77.458742;66.290039;69.073119;63.573476;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;57.248
66.939657;72.801182;62.915915;66.96578;62.40803;66.806982;64.250851;69.97995;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;57.376
65.136988;70.070918;65.495578;70.053592;67.177836;68.383558;69.53233;65.937098;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;57.504
69.591788;65.992109;63.737421;70.400137;64.679525;68.439005;64.925154;68.589339;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;57.632
67.980625;69.661587;62.064259;69.134544;67.05569;66.327946;68.980233;66.990801;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;57.76
64.33173;64.070996;58.639771;63.168906;65.35978;68.383101;66.271693;71.107997;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;57.888
67.676002;60.136176;68.056577;62.283693;64.209085;65.757358;65.948482;63.064105;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;58.016
64.311151;69.856053;64.881189;64.918271;63.528566;64.752967;66.142736;73.456207;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;58.144
68.885699;62.946075;67.003644;69.187199;66.607406;61.05415;68.961641;62.963306;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;58.272
65.377225;68.908138;67.822007;66.668931;66.220726;67.238136;64.529351;70.492506;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;58.4
66.104233;66.32612;70.769072;64.833956;62.189923;69.954809;69.857039;65.683303;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;58.528
66.696995;67.941372;66.322175;63.943921;70.629806;65.994964;70.463895;66.129533;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;58.656
71.369796;66.636416;62.111774;64.47166;62.042733;67.606589;61.334687;72.991255;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;58.784
61.080453;63.950944;67.729446;65.964065;70.199379;64.764821;59.3967;65.154071;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;58.912
66.612324;68.606751;67.139319;67.336633;68.363519;70.424189;61.990852;63.973235;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;59.04
66.478725;64.789072;72.00885;65.360284;67.354191;65.910424;64.832874;65.5032;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;59.168
65.303634;65.994582;66.913841;67.87878;67.85412;70.303786;68.223134;68.702709;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;59.296
69.779678;69.548284;67.300705;70.271936;60.113465;67.776585;62.961625;72.995272;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;59.424
67.364962;64.591243;63.965342;72.272696;64.407577;71.264517;58.496771;66.546965;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;59.552
66.851123;69.123876;65.520702;68.503541;65.374718;66.862392;65.807239;60.446187;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;59.68
65.298508;65.207189;69.197643;66.919012;67.388854;70.268352;67.532195;63.929049;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;59.808
68.609018;70.565343;67.88421;65.422345;66.420676;69.121513;68.418295;72.362293;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;59.936
65.231855;69.184191;70.9924;64.867386;67.403675;68.718314;70.14973;65.449307;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;60.064
64.705207;64.060374;67.953158;66.225241;68.314629;67.711036;70.502773;69.317414;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;60.192
63.508388;72.590627;62.385461;65.372285;74.825091;67.883818;59.20611;65.32007;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;60.32
64.29972;63.245374;70.900037;69.255615;66.895997;68.413012;65.55737;65.937605;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;60.448
60.244129;69.566109;65.239022;67.988521;68.971471;69.579908;69.821402;68.358004;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;60.576
69.930738;68.375825;73.36663;68.517481;71.749869;65.763056;68.808722;65.913515;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;60.704
67.231513;67.243245;64.292938;68.771786;73.393131;72.224088;66.152005;69.819911;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;60.832
68.054185;66.234287;64.085887;67.363314;64.777766;75.520167;66.705493;69.952325;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;60.96
63.284805;65.015254;69.327724;69.454491;70.045379;62.426723;75.139054;70.393382;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;61.088
69.197936;64.143717;69.210391;66.647509;71.821836;63.735255;61.277773;71.151032;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;61.216
67.493049;64.840299;65.490419;63.51115;69.279744;67.841756;63.597311;62.362705;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;61.344
58.188903;71.197978;67.052459;66.602606;61.700384;64.024279;69.646644;71.581118;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;61.472
68.702618;62.170961;67.357479;68.242238;67.614716;71.959274;61.672524;69.920419;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;61.6
60.799438;65.13619;69.458727;66.559458;64.340255;66.795307;64.51974;69.889991;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;61.728
70.749915;65.485288;70.954624;68.095888;67.820624;69.68678;68.886792;66.539578;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;61.856
70.253067;66.447539;72.253131;74.442925;72.702104;71.549635;66.887634;68.729532;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;61.984
69.084763;63.794352;67.158374;69.767431;59.997369;67.010082;63.56109;69.901777;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;62.112
63.68099;63.447747;66.192387;65.242539;69.694617;66.711283;70.463513;68.41122;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;62.24
72.5224;72.229499;66.115192;66.934652;65.372915;72.063205;65.385393;66.409304;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;62.368
66.010013;64.635536;69.812041;61.00753;66.652521;65.432345;67.571333;71.122622;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;62.496
72.32163;70.006428;64.824131;68.053691;64.765827;61.242727;69.55913;66.327057;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;62.624
70.533574;69.840296;63.798313;75.659025;73.310886;62.618715;69.201297;71.696405;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;62.752
65.952122;62.781896;65.679941;62.975813;69.854419;64.006979;69.245872;69.576956;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;62.88
63.786824;67.468358;71.772215;69.097079;73.236265;63.428263;67.578333;65.849256;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;63.008
67.615191;66.049308;71.864076;66.696536;67.962736;66.726511;69.569977;64.178549;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;63.136
66.634148;67.263832;60.765552;65.71514;68.97955;61.967189;64.058943;65.769471;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;63.264
70.880946;65.687276;67.429834;64.752927;63.215974;66.344178;67.107468;66.460504;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;63.392
63.336572;68.256675;63.674707;67.556066;71.245241;71.198857;68.977011;63.704895;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;63.52
66.845512;67.096659;63.539519;66.378296;65.968805;60.84797;67.528908;65.297598;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;63.648
67.631414;67.07303;69.711443;71.065854;68.552928;68.237356;65.886783;69.922908;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;63.776
60.541875;62.790948;67.861399;72.435783;63.845993;65.298764;65.197141;65.342177;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;63.904
64.554248;70.695392;65.403713;62.579483;66.271345;65.823223;68.455705;69.624626;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;64.032
65.890721;70.877682;66.529596;71.533899;72.122988;69.491505;69.520414;66.979192;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;64.16
65.28545;69.921274;66.30526;67.357737;61.626626;67.448811;67.261393;70.176505;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;64.288
66.941867;66.730922;63.017455;69.660176;63.99057;68.43682;66.661571;64.746683;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;64.416
65.569228;72.755396;68.279072;70.461131;67.84712;61.841827;64.188098;72.969536;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;64.544
66.535729;68.599791;66.18873;62.673261;63.796733;68.61008;65.396041;62.184032;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;64.672
70.234417;70.12188;62.801066;66.23037;68.672568;68.926168;64.409548;63.297709;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;64.8
65.577822;73.088724;64.003889;61.246621;76.458376;60.066375;67.896309;68.354615;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;64.928
66.893306;66.546645;61.160834;69.681634;67.447885;65.390554;70.140245;67.351542;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;65.056
71.941353;73.093945;71.236001;69.35998;64.27197;63.020454;63.961083;70.286119;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;65.184
58.011077;64.361072;71.309865;65.736819;62.141405;70.399675;65.103328;68.309122;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;65.312
68.47541;67.563682;68.232097;66.718534;69.697767;65.400126;66.792924;70.869456;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;65.44
70.930627;65.34369;62.941478;66.892181;65.024739;69.837703;66.034637;66.514849;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;65.568
68.40286;65.183864;68.643178;67.152859;65.88966;68.118623;60.317371;62.557364;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;65.696
64.719938;64.736629;67.976451;68.55858;67.991175;67.36347;66.946745;68.429866;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;65.824
62.621151;69.737267;68.100146;63.709612;72.21979;67.761884;66.855075;70.419043;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;65.952
69.177275;69.130131;64.765615;65.854167;69.136184;57.450456;66.026023;64.081424;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;66.08
68.074431;61.766416;70.731884;65.675531;69.329318;62.148235;69.48206;65.541938;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;66.208
66.990309;64.24103;62.730115;66.549137;70.580143;71.68775;68.153247;68.968454;60.08704;60.1938;0.0;0.0;0.0;0.0;0.0;0.0;66.336
